id,rssi_data_id,anchor_id,rssi_value,timestamp,X,Y,name,timestamp_2byte
34296,227,A4_H,-50,2025-08-07 10:23:42,7.0,0.5,Galaxy S24,32430
34297,227,A3_H,-76,2025-08-07 10:23:42,7.0,0.5,Galaxy S24,32430
34298,227,A2_V,-85,2025-08-07 10:23:42,7.0,0.5,Galaxy S24,32430
34299,227,A1_H,-64,2025-08-07 10:23:42,7.0,0.5,Galaxy S24,32430
34300,227,A2_H,-75,2025-08-07 10:23:42,7.0,0.5,Galaxy S24,32430
34301,228,A1_H,-87,2025-08-07 10:24:10,7.5,0.5,Galaxy S24,32458
34302,228,A3_H,-78,2025-08-07 10:24:10,7.5,0.5,Galaxy S24,32458
34303,228,A2_V,-87,2025-08-07 10:24:10,7.5,0.5,Galaxy S24,32458
34304,228,A4_H,-53,2025-08-07 10:24:10,7.5,0.5,Galaxy S24,32458
34305,228,A3_V,-71,2025-08-07 10:24:10,7.5,0.5,Galaxy S24,32458
34306,228,A2_H,-81,2025-08-07 10:24:10,7.5,0.5,Galaxy S24,32458
34307,228,A1_V,-67,2025-08-07 10:24:11,7.5,0.5,Galaxy S24,32459
34308,228,A4_V,-77,2025-08-07 10:24:11,7.5,0.5,Galaxy S24,32459
34309,229,A2_H,-71,2025-08-07 10:25:06,0.0,1.0,Galaxy S24,32514
34310,229,A4_V,-75,2025-08-07 10:25:06,0.0,1.0,Galaxy S24,32514
34311,229,A2_V,-82,2025-08-07 10:25:06,0.0,1.0,Galaxy S24,32514
34312,229,A3_V,-60,2025-08-07 10:25:06,0.0,1.0,Galaxy S24,32514
34313,229,A1_V,-74,2025-08-07 10:25:06,0.0,1.0,Galaxy S24,32514
34314,229,A1_H,-78,2025-08-07 10:25:06,0.0,1.0,Galaxy S24,32514
34315,229,A3_H,-59,2025-08-07 10:25:06,0.0,1.0,Galaxy S24,32514
34316,229,A4_H,-71,2025-08-07 10:25:06,0.0,1.0,Galaxy S24,32514
34317,230,A2_V,-69,2025-08-07 10:25:43,0.5,1.0,Galaxy S24,32551
34318,230,A3_H,-64,2025-08-07 10:25:43,0.5,1.0,Galaxy S24,32551
34319,230,A4_H,-76,2025-08-07 10:25:43,0.5,1.0,Galaxy S24,32551
34320,230,A1_H,-85,2025-08-07 10:25:43,0.5,1.0,Galaxy S24,32551
34321,230,A3_V,-55,2025-08-07 10:25:43,0.5,1.0,Galaxy S24,32551
34322,230,A4_V,-73,2025-08-07 10:25:43,0.5,1.0,Galaxy S24,32551
34323,230,A1_V,-72,2025-08-07 10:25:43,0.5,1.0,Galaxy S24,32551
34324,230,A2_H,-83,2025-08-07 10:25:43,0.5,1.0,Galaxy S24,32551
34325,231,A1_V,-73,2025-08-07 10:26:11,1.0,1.0,Galaxy S24,32579
34326,231,A4_V,-81,2025-08-07 10:26:11,1.0,1.0,Galaxy S24,32579
34327,231,A3_V,-73,2025-08-07 10:26:11,1.0,1.0,Galaxy S24,32579
34328,231,A2_H,-72,2025-08-07 10:26:11,1.0,1.0,Galaxy S24,32579
34329,231,A2_V,-76,2025-08-07 10:26:11,1.0,1.0,Galaxy S24,32579
34330,231,A1_H,-75,2025-08-07 10:26:11,1.0,1.0,Galaxy S24,32579
34331,231,A4_H,-74,2025-08-07 10:26:11,1.0,1.0,Galaxy S24,32579
34332,231,A3_H,-75,2025-08-07 10:26:11,1.0,1.0,Galaxy S24,32579
34333,232,A3_H,-67,2025-08-07 10:26:45,1.5,1.0,Galaxy S24,32613
34334,232,A3_V,-60,2025-08-07 10:26:45,1.5,1.0,Galaxy S24,32613
34335,232,A1_H,-74,2025-08-07 10:26:45,1.5,1.0,Galaxy S24,32613
34336,232,A2_H,-62,2025-08-07 10:26:45,1.5,1.0,Galaxy S24,32613
34337,232,A1_V,-65,2025-08-07 10:26:45,1.5,1.0,Galaxy S24,32613
34338,232,A2_V,-74,2025-08-07 10:26:45,1.5,1.0,Galaxy S24,32613
34339,232,A4_V,-77,2025-08-07 10:26:45,1.5,1.0,Galaxy S24,32613
34340,232,A4_H,-81,2025-08-07 10:26:46,1.5,1.0,Galaxy S24,32614
34341,233,A4_H,-72,2025-08-07 10:27:27,2.0,1.0,Galaxy S24,32655
34342,233,A1_V,-67,2025-08-07 10:27:27,2.0,1.0,Galaxy S24,32655
34343,233,A2_V,-79,2025-08-07 10:27:27,2.0,1.0,Galaxy S24,32655
34344,233,A2_H,-56,2025-08-07 10:27:27,2.0,1.0,Galaxy S24,32655
34345,233,A1_H,-78,2025-08-07 10:27:27,2.0,1.0,Galaxy S24,32655
34346,233,A4_V,-76,2025-08-07 10:27:27,2.0,1.0,Galaxy S24,32655
34347,233,A3_V,-71,2025-08-07 10:27:27,2.0,1.0,Galaxy S24,32655
34348,233,A3_H,-69,2025-08-07 10:27:27,2.0,1.0,Galaxy S24,32655
34349,234,A3_V,-69,2025-08-07 10:28:06,2.5,1.0,Galaxy S24,32694
34350,234,A4_H,-78,2025-08-07 10:28:06,2.5,1.0,Galaxy S24,32694
34351,234,A1_V,-64,2025-08-07 10:28:06,2.5,1.0,Galaxy S24,32694
34352,234,A1_H,-71,2025-08-07 10:28:06,2.5,1.0,Galaxy S24,32694
34353,234,A2_V,-77,2025-08-07 10:28:06,2.5,1.0,Galaxy S24,32694
34354,234,A4_V,-77,2025-08-07 10:28:07,2.5,1.0,Galaxy S24,32695
34355,234,A3_H,-75,2025-08-07 10:28:07,2.5,1.0,Galaxy S24,32695
34356,234,A2_H,-64,2025-08-07 10:28:07,2.5,1.0,Galaxy S24,32695
34357,235,A3_V,-79,2025-08-07 10:28:34,3.0,1.0,Galaxy S24,32722
34358,235,A3_H,-77,2025-08-07 10:28:34,3.0,1.0,Galaxy S24,32722
34359,235,A2_H,-69,2025-08-07 10:28:34,3.0,1.0,Galaxy S24,32722
34360,235,A1_H,-78,2025-08-07 10:28:34,3.0,1.0,Galaxy S24,32722
34361,235,A1_V,-75,2025-08-07 10:28:34,3.0,1.0,Galaxy S24,32722
34362,235,A4_H,-71,2025-08-07 10:28:34,3.0,1.0,Galaxy S24,32722
34363,235,A4_V,-80,2025-08-07 10:28:34,3.0,1.0,Galaxy S24,32722
34364,235,A2_V,-81,2025-08-07 10:28:34,3.0,1.0,Galaxy S24,32722
34365,236,A2_V,-82,2025-08-07 10:29:03,3.5,1.0,Galaxy S24,32751
34366,236,A4_H,-75,2025-08-07 10:29:03,3.5,1.0,Galaxy S24,32751
34367,236,A4_V,-78,2025-08-07 10:29:03,3.5,1.0,Galaxy S24,32751
34368,236,A3_H,-70,2025-08-07 10:29:03,3.5,1.0,Galaxy S24,32751
