"id","rssi_data_id","anchor_id","rssi_value","timestamp","X","Y","name"
25144,209,"A1_H","-71","2025-07-25 10:06:47","4.5","0","Galaxy S24"
25145,209,"A4_H","-78","2025-07-25 10:06:48","4.5","0","Galaxy S24"
25146,209,"A2_V","-70","2025-07-25 10:06:48","4.5","0","Galaxy S24"
25147,209,"A4_V","-75","2025-07-25 10:06:48","4.5","0","Galaxy S24"
25148,209,"A3_V","-72","2025-07-25 10:06:48","4.5","0","Galaxy S24"
25149,209,"A2_H","-61","2025-07-25 10:07:20","5","0","Galaxy S24"
25150,209,"A4_H","-68","2025-07-25 10:07:20","5","0","Galaxy S24"
25151,209,"A1_V","-69","2025-07-25 10:07:20","5","0","Galaxy S24"
25152,209,"A2_V","-67","2025-07-25 10:07:20","5","0","Galaxy S24"
25153,209,"A3_V","-78","2025-07-25 10:07:20","5","0","Galaxy S24"
25154,209,"A4_V","-82","2025-07-25 10:07:20","5","0","Galaxy S24"
25155,209,"A3_H","-77","2025-07-25 10:07:20","5","0","Galaxy S24"
25156,209,"A1_H","-70","2025-07-25 10:07:20","5","0","Galaxy S24"
25157,209,"A2_V","-72","2025-07-25 10:07:47","5.5","0","Galaxy S24"
25158,209,"A4_V","-87","2025-07-25 10:07:47","5.5","0","Galaxy S24"
25159,209,"A1_V","-68","2025-07-25 10:07:47","5.5","0","Galaxy S24"
25160,209,"A3_H","-85","2025-07-25 10:07:47","5.5","0","Galaxy S24"
25161,209,"A2_H","-67","2025-07-25 10:07:47","5.5","0","Galaxy S24"
25162,209,"A4_H","-72","2025-07-25 10:07:47","5.5","0","Galaxy S24"
25163,209,"A1_H","-79","2025-07-25 10:07:47","5.5","0","Galaxy S24"
25164,209,"A3_V","-78","2025-07-25 10:07:47","5.5","0","Galaxy S24"
25165,209,"A4_H","-58","2025-07-25 10:08:15","6","0","Galaxy S24"
25166,209,"A4_V","-71","2025-07-25 10:08:16","6","0","Galaxy S24"
25167,209,"A2_V","-69","2025-07-25 10:08:16","6","0","Galaxy S24"
25168,209,"A2_H","-63","2025-07-25 10:08:16","6","0","Galaxy S24"
25169,209,"A3_V","-71","2025-07-25 10:08:16","6","0","Galaxy S24"
25170,209,"A3_H","-76","2025-07-25 10:08:16","6","0","Galaxy S24"
25171,209,"A1_V","-66","2025-07-25 10:08:16","6","0","Galaxy S24"
25172,209,"A1_H","-86","2025-07-25 10:08:16","6","0","Galaxy S24"
25173,209,"A1_V","-75","2025-07-25 10:08:54","6.5","0","Galaxy S24"
25174,209,"A2_H","-62","2025-07-25 10:08:54","6.5","0","Galaxy S24"
25175,209,"A4_V","-65","2025-07-25 10:08:54","6.5","0","Galaxy S24"
25176,209,"A3_H","-91","2025-07-25 10:08:54","6.5","0","Galaxy S24"
25177,209,"A1_H","-83","2025-07-25 10:08:55","6.5","0","Galaxy S24"
25178,209,"A3_V","-75","2025-07-25 10:08:55","6.5","0","Galaxy S24"
25179,209,"A2_V","-76","2025-07-25 10:08:55","6.5","0","Galaxy S24"
25180,209,"A4_H","-72","2025-07-25 10:08:55","6.5","0","Galaxy S24"
25181,209,"A2_V","-77","2025-07-25 10:09:20","7","0","Galaxy S24"
25182,209,"A4_V","-70","2025-07-25 10:09:20","7","0","Galaxy S24"
25183,209,"A3_V","-71","2025-07-25 10:09:20","7","0","Galaxy S24"
25184,209,"A2_H","-63","2025-07-25 10:09:20","7","0","Galaxy S24"
25185,209,"A4_H","-52","2025-07-25 10:09:20","7","0","Galaxy S24"
25186,209,"A1_V","-77","2025-07-25 10:09:20","7","0","Galaxy S24"
25187,209,"A1_H","-78","2025-07-25 10:09:20","7","0","Galaxy S24"
25188,209,"A3_H","-76","2025-07-25 10:09:20","7","0","Galaxy S24"
25189,209,"A1_V","-59","2025-07-25 10:11:16","0","0.5","Galaxy S24"
25190,209,"A2_V","-87","2025-07-25 10:11:16","0","0.5","Galaxy S24"
25191,209,"A4_H","-64","2025-07-25 10:11:16","0","0.5","Galaxy S24"
25192,209,"A2_H","-79","2025-07-25 10:11:16","0","0.5","Galaxy S24"
25193,209,"A3_H","-56","2025-07-25 10:11:16","0","0.5","Galaxy S24"
25194,209,"A1_H","-71","2025-07-25 10:11:16","0","0.5","Galaxy S24"
25195,209,"A4_V","-97","2025-07-25 10:11:16","0","0.5","Galaxy S24"
25196,209,"A3_V","-63","2025-07-25 10:11:16","0","0.5","Galaxy S24"
25197,209,"A4_H","-66","2025-07-25 10:11:43","0.5","0.5","Galaxy S24"
25198,209,"A1_V","-59","2025-07-25 10:11:44","0.5","0.5","Galaxy S24"
25199,209,"A2_H","-78","2025-07-25 10:11:44","0.5","0.5","Galaxy S24"
25200,209,"A4_V","-83","2025-07-25 10:11:44","0.5","0.5","Galaxy S24"
25201,209,"A2_V","-75","2025-07-25 10:11:44","0.5","0.5","Galaxy S24"
25202,209,"A3_V","-74","2025-07-25 10:11:44","0.5","0.5","Galaxy S24"
25203,209,"A1_H","-74","2025-07-25 10:11:44","0.5","0.5","Galaxy S24"
25204,209,"A3_H","-60","2025-07-25 10:11:44","0.5","0.5","Galaxy S24"
25205,209,"A2_V","-77","2025-07-25 10:12:12","1","0.5","Galaxy S24"
25206,209,"A4_V","-79","2025-07-25 10:12:12","1","0.5","Galaxy S24"
25207,209,"A3_H","-68","2025-07-25 10:12:12","1","0.5","Galaxy S24"
25208,209,"A1_H","-68","2025-07-25 10:12:12","1","0.5","Galaxy S24"
25209,209,"A4_H","-78","2025-07-25 10:12:12","1","0.5","Galaxy S24"
25210,209,"A1_V","-61","2025-07-25 10:12:12","1","0.5","Galaxy S24"
25211,209,"A3_V","-92","2025-07-25 10:12:12","1","0.5","Galaxy S24"
25212,209,"A2_H","-71","2025-07-25 10:12:12","1","0.5","Galaxy S24"
25213,209,"A3_V","-73","2025-07-25 10:12:54","1.5","0.5","Galaxy S24"
25214,209,"A4_V","-89","2025-07-25 10:12:54","1.5","0.5","Galaxy S24"
25215,209,"A1_V","-72","2025-07-25 10:12:54","1.5","0.5","Galaxy S24"
25216,209,"A2_H","-62","2025-07-25 10:12:54","1.5","0.5","Galaxy S24"
25217,209,"A4_H","-74","2025-07-25 10:12:54","1.5","0.5","Galaxy S24"
25218,209,"A3_H","-65","2025-07-25 10:12:54","1.5","0.5","Galaxy S24"
25219,209,"A2_V","-75","2025-07-25 10:12:54","1.5","0.5","Galaxy S24"
25220,209,"A1_H","-77","2025-07-25 10:12:54","1.5","0.5","Galaxy S24"
25221,209,"A1_V","-65","2025-07-25 10:13:33","2","0.5","Galaxy S24"
25222,209,"A2_V","-71","2025-07-25 10:13:33","2","0.5","Galaxy S24"
25223,209,"A4_V","-89","2025-07-25 10:13:33","2","0.5","Galaxy S24"
25224,209,"A3_V","-67","2025-07-25 10:13:33","2","0.5","Galaxy S24"
25225,209,"A1_H","-80","2025-07-25 10:13:33","2","0.5","Galaxy S24"
25226,209,"A3_H","-63","2025-07-25 10:13:33","2","0.5","Galaxy S24"
25227,209,"A4_H","-85","2025-07-25 10:13:33","2","0.5","Galaxy S24"
25228,209,"A2_H","-77","2025-07-25 10:13:33","2","0.5","Galaxy S24"
25229,209,"A4_V","-76","2025-07-25 10:14:05","2.5","0.5","Galaxy S24"
25230,209,"A3_H","-68","2025-07-25 10:14:05","2.5","0.5","Galaxy S24"
25231,209,"A3_V","-71","2025-07-25 10:14:05","2.5","0.5","Galaxy S24"
25232,209,"A2_V","-66","2025-07-25 10:14:05","2.5","0.5","Galaxy S24"
25233,209,"A1_H","-84","2025-07-25 10:14:05","2.5","0.5","Galaxy S24"
25234,209,"A2_H","-67","2025-07-25 10:14:05","2.5","0.5","Galaxy S24"
25235,209,"A4_H","-69","2025-07-25 10:14:05","2.5","0.5","Galaxy S24"
25236,209,"A1_V","-68","2025-07-25 10:14:05","2.5","0.5","Galaxy S24"
25237,209,"A4_V","-80","2025-07-25 10:14:31","3","0.5","Galaxy S24"
25238,209,"A2_H","-62","2025-07-25 10:14:31","3","0.5","Galaxy S24"
25239,209,"A3_H","-75","2025-07-25 10:14:31","3","0.5","Galaxy S24"
25240,209,"A2_V","-66","2025-07-25 10:14:31","3","0.5","Galaxy S24"
25241,209,"A4_H","-75","2025-07-25 10:14:31","3","0.5","Galaxy S24"
25242,209,"A3_V","-75","2025-07-25 10:14:31","3","0.5","Galaxy S24"
25243,209,"A1_V","-81","2025-07-25 10:14:31","3","0.5","Galaxy S24"
25244,209,"A1_H","-85","2025-07-25 10:14:31","3","0.5","Galaxy S24"
25245,209,"A3_H","-80","2025-07-25 10:15:05","3.5","0.5","Galaxy S24"
