id,rssi_data_id,anchor_id,rssi_value,timestamp,X,Y
921,201,A1_H,-61,2/7/2025 9:56,1,0
920,201,A1_V,-62,2/7/2025 9:56,1,0
922,201,A2_H,-92,2/7/2025 9:56,1,0
919,201,A2_V,-71,2/7/2025 9:56,1,0
923,201,A3_H,-62,2/7/2025 9:56,1,0
924,201,A3_V,-57,2/7/2025 9:56,1,0
918,201,A4_H,-68,2/7/2025 9:56,1,0
917,201,A4_V,-68,2/7/2025 9:56,1,0
1137,227,A1_H,-67,2/7/2025 10:15,1,0.5
1140,227,A1_V,-64,2/7/2025 10:15,1,0.5
1135,227,A2_H,-67,2/7/2025 10:15,1,0.5
1133,227,A2_V,-75,2/7/2025 10:15,1,0.5
1136,227,A3_H,-69,2/7/2025 10:15,1,0.5
1134,227,A3_V,-62,2/7/2025 10:15,1,0.5
1138,227,A4_H,-69,2/7/2025 10:15,1,0.5
1139,227,A4_V,-75,2/7/2025 10:15,1,0.5
1174,232,A1_H,-72,2/7/2025 10:19,1,1
1178,232,A1_V,-61,2/7/2025 10:19,1,1
1179,232,A2_H,-62,2/7/2025 10:19,1,1
1180,232,A2_V,-71,2/7/2025 10:19,1,1
1176,232,A3_H,-62,2/7/2025 10:19,1,1
1173,232,A3_V,-71,2/7/2025 10:19,1,1
1177,232,A4_H,-65,2/7/2025 10:19,1,1
1175,232,A4_V,-67,2/7/2025 10:19,1,1
1396,259,A1_H,-64,2/7/2025 10:40,1,1.5
1393,259,A1_V,-65,2/7/2025 10:40,1,1.5
1394,259,A2_H,-72,2/7/2025 10:40,1,1.5
1391,259,A2_V,-64,2/7/2025 10:40,1,1.5
1389,259,A3_H,-66,2/7/2025 10:40,1,1.5
1390,259,A3_V,-69,2/7/2025 10:40,1,1.5
1395,259,A4_H,-62,2/7/2025 10:40,1,1.5
1392,259,A4_V,-71,2/7/2025 10:40,1,1.5
1430,264,A1_H,-73,2/7/2025 10:45,1,2
1436,264,A1_V,-62,2/7/2025 10:45,1,2
1435,264,A2_H,-73,2/7/2025 10:45,1,2
1432,264,A2_V,-68,2/7/2025 10:45,1,2
1433,264,A3_H,-63,2/7/2025 10:45,1,2
1429,264,A3_V,-52,2/7/2025 10:45,1,2
1431,264,A4_H,-65,2/7/2025 10:45,1,2
1434,264,A4_V,-69,2/7/2025 10:45,1,2
1649,291,A1_H,-61,2/7/2025 11:11,1,2.5
1647,291,A1_V,-66,2/7/2025 11:11,1,2.5
1650,291,A2_H,-66,2/7/2025 11:11,1,2.5
1652,291,A2_V,-57,2/7/2025 11:11,1,2.5
1651,291,A3_H,-63,2/7/2025 11:11,1,2.5
1645,291,A3_V,-53,2/7/2025 11:11,1,2.5
1646,291,A4_H,-67,2/7/2025 11:11,1,2.5
1648,291,A4_V,-71,2/7/2025 11:11,1,2.5
1687,296,A1_H,-71,2/7/2025 11:16,1,3
1688,296,A1_V,-74,2/7/2025 11:16,1,3
1685,296,A2_H,-72,2/7/2025 11:16,1,3
1692,296,A2_V,-60,2/7/2025 11:16,1,3
1689,296,A3_H,-68,2/7/2025 11:16,1,3
1686,296,A3_V,-60,2/7/2025 11:16,1,3
1691,296,A4_H,-74,2/7/2025 11:16,1,3
1690,296,A4_V,-73,2/7/2025 11:16,1,3
1899,322,A1_H,-62,2/7/2025 11:42,1,3.5
